ED0018M,RN100213479,ELK CORPORATION OF TEXAS,ELK CORP,2015,ELLIS,4,2952,ASPHALT FELTS AND COATINGS,26.489,54.881,0,9.4704,1.797,0.1335,25.3284
ED0032S,RN100749035,GS ROOFING PRODUCTS COMPANY INC,GS ROOFING PRODUCTS,2015,ELLIS,4,2952,ASPHALT FELTS AND COATINGS,4.1927,2.0741,0,13.3957,13.3957,0.0124,28.8534
ED0034O,RN100225978,ASH GROVE CEMENT COMPANY,MIDLOTHIAN PLANT,2015,ELLIS,4,3241,CEMENT & HYDRAULIC,26.525,292.7984,0.0283,92.5016,81.7319,64.8292,29.755
ED0051O,RN100223585,OWENS CORNING INSULATING SYSTEMS LLC,WAXAHACHIE PLANT,2015,ELLIS,4,3296,MINERAL WOOL,77.2908,93.4115,0.0001,216.0756,180.7962,13.8896,94.3462
ED0066B,RN100217199,TXI OPERATIONS LP,MIDLOTHIAN PLANT,2015,ELLIS,4,3241,CEMENT & HYDRAULIC,490.97,1067.63,0.0196,178.1696,115.4905,483.8,26.3302
ED0099J,RN100219286,HOLCIM TEXAS LP,MIDLOTHIAN PLANT,2015,ELLIS,4,3241,CEMENT & HYDRAULIC,4383.4217,1189.8384,0.0141,202.2725,169.0624,1493.4333,454.1093
ED0120U,RN100222686,ERGON ASPHALT & EMULSIONS INC,ENNIS PLANT,2015,ELLIS,4,2952,ASPHALT FELTS AND COATINGS,23.126,16.838,0,2.381,2.319,10.802,2.152
ED0131P,RN100242460,ELLIS COUNTY LANDFILL TX LP,ELLIS COUNTY LANDFILL,2015,ELLIS,4,4953,REFUSE SYSTEMS,7.193,1.322,0,4.78,2.55,0.605,2.3292
ED0141M,RN100212166,SHERWIN-WILLIAMS COMPANY,SHERWIN WILLIAMS ENNIS PLANT,2015,ELLIS,4,2851,PAINTS AND ALLIED PRODUCTS,0.7532,0.8967,0,0.1774,0.1774,0,27.6586
ED0152H,RN101469146,MARTECH LLC,MARTECH LLC,2015,ELLIS,4,3299,NONMETALLIC MINERAL PRODUCTS,0,0,0,0.48,0.48,0,8.273
ED0168P,RN100213537,DARTCO OF TEXAS LLC,DARTCO OF TEXAS WAXAHACHI,2015,ELLIS,4,3089,PLASTICS PRODUCTS & NEC,42.3436,22.314,0.0001,3.77,3.77,0.2531,677.0575
ED0238T,RN100542588,ATMOS ENERGY CORP,HOWARD COMPRESSOR STATION,2015,ELLIS,4,4922,NATURAL GAS TRANSMISSION,10.7107,59.9195,0,3.0854,3.0854,0.3016,13.2066
ED0240J,RN100542232,WASTE MANAGEMENT OF NORTH TEXAS,SKYLINE RECYCLING AND DISPOSAL FACILITY,2015,ELLIS,4,4953,REFUSE SYSTEMS,226.885,44.625,0,38.419,31.506,7.205,6.906
ED0319S,RN100552447,QUALICO STEEL CO INC,STRUCTURAL STEEL MFG,2015,ELLIS,4,3441,FABRICATED STRUCTURAL METAL,0,0,0,0.008,0.008,0,4.36
ED0332D,RN102596400,MIDLOTHIAN ENERGY LLC,MIDLOTHIAN ENERGY FACILITY,2015,ELLIS,4,4911,ELECTRIC SERVICES,348.7369,295.6454,0,182.3906,182.3906,14.1815,22.403
ED0347N,RN100212430,ENNIS POWER COMPANY LLC,ENNIS ELECTRIC GENERATION PLANT,2015,ELLIS,4,4911,ELECTRIC SERVICES,75.5021,147.4141,0,43.4072,43.4072,3.291,8.7883
EDA001A,RN102903432,ENERGY TRANSFER FUEL LP,MAYPEARL COMPRESSOR STATION,2015,ELLIS,4,4922,NATURAL GAS TRANSMISSION,11.3599,14.3856,0,1.9896,1.9896,0.117,4.1964
EDA005E,RN100574078,SOUTHERN FRAC LLC,SOUTHERN FRAC LLC,2015,ELLIS,4,2842,SPECIALTY CLEANING & POLISHES AND SANITATION GOODS,0,0,0,0.1301,0,0,7.7678
EDA006F,RN105235576,BARNETT GATHERING LLC,VENUS COMPRESOR STATION,2015,ELLIS,4,1311,CRUDE PETROLEUM & NATURAL GAS,5.714,2.208,0,0.788,0.788,0.025,3.2261
EDA007G,RN106387392,TRIUMPH AEROSTRUCTURES LLC,TRIUMPH AEROSTRUCTURES RED OAK FACILITY,2015,ELLIS,4,3728,AIRCRAFT PARTS & EQUIPMENT NEC,1.5449,1.8393,0,0.1397,0.1397,0.011,2.0942
EE0011P,RN100213941,BD VINTON LLC,ARCELORMITTAL VINTON,2015,EL PASO,6,3312,BLAST FURNACES AND STEEL MILLS,1098.853,176.877,0.053,13.8881,10.9963,25.7962,24.393
EE0015H,RN100213016,WESTERN REFINING COMPANY LP,WESTERN REFINING EL PASO,2015,EL PASO,6,2911,PETROLEUM REFINING,175.0419,469.9979,0.0036,160.4746,158.7146,94.7022,564.4016
EE0024G,RN100210095,US DEPT OF THE ARMY,FT BLISS ARMY INSTALLATION,2015,EL PASO,6,9711,NATIONAL SECURITY,32.1011,43.8034,0,13.6816,10.6396,0.4656,48.1498
EE0029T,RN100211309,EL PASO ELECTRIC COMPANY,NEWMAN STATION,2015,EL PASO,6,4911,ELECTRIC SERVICES,439.9743,2070.52,0,39.0693,33.9102,8.3355,137.309
EE0057O,RN101049195,HOLLY ENERGY PARTNERS-OPERATING LP,EL PASO TERMINAL,2015,EL PASO,6,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,40.6386
EE0067L,RN100226000,PHELPS DODGE REFINING CORPORATION,PHELPS DODGE EL PASO OPERATIONS,2015,EL PASO,6,3331,PRIMARY COPPER,90.4632,41.3456,0.0026,24.9188,19.53,21.5332,1.7033
EE0091O,RN100930965,W SILVER INC,W SILVER,2015,EL PASO,6,3312,BLAST FURNACES AND STEEL MILLS,6.6956,7.9711,0,0.7668,0.4543,0.0478,4.1793
EE0157J,RN100215490,EL PASO ELECTRIC COMPANY,COPPER STATION POWER PLANT,2015,EL PASO,6,4911,ELECTRIC SERVICES,24.82,62.8,0,1.5698,1.5698,0.0426,0.896
EE0289O,RN101058915,EL PASO NATURAL GAS COMPANY LLC,EL PASO COMPRESSOR STATION,2015,EL PASO,6,4922,NATURAL GAS TRANSMISSION,47.4755,262.5797,0,4.0499,4.0499,2.0863,4.1355
EE0444D,RN100217710,TONY LAMA COMPANY,TONY LAMA,2015,EL PASO,6,3149,FOOTWEAR & EXCEPT RUBBER & NEC,0.0024,0.0029,0,0.1162,0.0002,0,15.333
EE0480W,RN102756160,BOEING COMPANY,THE BOEING COMPANY,2015,EL PASO,6,3679,ELECTRONIC COMPONENTS & NEC,0,0,0.0008,0.0016,0,0,2.3116
EE1339R,RN102285871,NUSTAR LOGISTICS LP,EL PASO TERMINAL BULK GASOLINE,2015,EL PASO,6,5171,PETROLEUM BULK STATIONS & TERMINALS,3.6806,2.4065,0,0.0269,0.0269,0,24.0868
EE1471Q,RN100542976,DAL-TILE CORPORATION,CERAMIC TILE MFG EL PASO,2015,EL PASO,6,5032,BRICK & STONE & RELATED MATERIALS,28.55,52.65,0,62.1,22.55,68.4,3.78
EE2005T,RN102707718,MAGELLAN PIPELINE TERMINALS LP,EL PASO TERMINAL,2015,EL PASO,6,4613,REFINED PETROLEUM PIPELINES,5.1675,3.0008,0,0.2,0.07,0.1088,26.3381
EE2261W,RN102195153,CAREFUSION LLC,CAREFUSION LLC,2015,EL PASO,6,2833,MEDICINALS AND BOTANICALS,0,0,0,0,0,0,13.4645
EE2271T,RN102316981,AIR SYSTEM COMPONENTS LP,HART AND COOLEY,2015,EL PASO,6,3444,SHEET METAL WORK,0.409,0.487,0,0.058,0.058,0.003,7.7433
EEA009I,RN104477161,VEOLIA NORTH AMERICA REGENERATION SERVICES LLC,VEOLIA BORDERLAND PLANT,2015,EL PASO,6,2819,INDUSTRIAL INORGANIC CHEMICALS,0.0727,34.6001,0,0.7242,0.7152,72.8916,0.7766
EEA014N,RN106392624,EL PASO ELECTRIC COMPANY,MONTANA POWER STATION,2015,EL PASO,6,4911,ELECTRIC SERVICES,4.8895,31.76,0,9.3877,9.3183,0.7246,4.673
EF0006U,RN100212026,FIBERGRATE COMPOSITE STRUCTURES INC,FIBERGRATE COMPOSITE STRUCTURES,2015,ERATH,4,3089,PLASTICS PRODUCTS & NEC,2.15,2.58,0,0.8228,0,0.02,34.6745
EF0012C,RN100211655,SAINT-GOBAIN ABRASIVES INC,SAINT-GOBAIN ABRASIVES,2015,ERATH,4,3291,ABRASIVE PRODUCTS,0,0,0,0.79,0,0,4.79
EF0025Q,RN100226885,ENBRIDGE G & P NORTH TEXAS LP,HUCKABAY GAS PLANT,2015,ERATH,4,1321,NATURAL GAS LIQUIDS,51.5357,174.8258,0,6.713,6.713,1.1925,20.6194
FB0025U,RN102285855,LUMINANT GENERATION COMPANY LLC,VALLEY STEAM ELECTRIC STATION,2015,FANNIN,4,4911,ELECTRIC SERVICES,0,0,0,0,0,0,0.9246
FBA001A,RN105588180,ETC TEXAS PIPELINE LTD,BAILEY COMPRESSOR STATION,2015,FANNIN,4,4922,NATURAL GAS TRANSMISSION,12.3986,37.1462,0,2.8397,2.8397,0.1672,5.5901
FC0018G,RN100226844,LOWER COLORADO RIVER AUTHORITY,FAYETTE POWER PROJECT,2015,FAYETTE,11,4911,ELECTRIC SERVICES,4569.6269,5002.404,0.4947,599.5397,390.9929,941.4832,99.8662
FC0033K,RN100213776,DCP MIDSTREAM LP,GIDDINGS PLANT,2015,FAYETTE,11,1321,NATURAL GAS LIQUIDS,125.3008,274.3687,0,11.2614,11.2614,24.707,81.9575
FC0051I,RN100215136,ETC TEXAS PIPELINE LTD,LAGRANGE PLANT,2015,FAYETTE,11,1321,NATURAL GAS LIQUIDS,68.811,220.303,0,5.789,5.789,70.08,34.475
FCA001A,RN105377352,LOWER COLORADO RIVER AUTHORITY,WINCHESTER POWER PARK,2015,FAYETTE,11,4911,ELECTRIC SERVICES,4.9497,1.7525,0,1.1042,1.0242,0.094,1.1767
FD0003I,RN100228733,ETC FIELD SERVICES LLC,HAMLIN GAS PLANT,2015,FISHER,3,1321,NATURAL GAS LIQUIDS,21.16,97.45,0,2.111,2.111,55.901,35.8855
FG0003V,RN100222777,ARCHER DANIELS MIDLAND COMPANY,RICHMOND FACILITY,2015,FORT BEND,12,2074,COTTONSEED OIL MILLS,0.28,2.84,0,53.69,11.84,0.02,34.48
FG0010B,RN100227560,DENBURY ONSHORE LLC,THOMPSON COMPRESSOR STATION 1,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,22.4587,5.9053,0,3.3312,3.3312,0,10.9206
FG0020V,RN100888312,NRG TEXAS POWER LLC,WA PARISH ELECTRIC GENERATING STATION,2015,FORT BEND,12,4911,ELECTRIC SERVICES,4377.1056,4709.9088,0.0645,1597.3085,1487.1399,42689.8266,141.2542
FG0025L,RN102895745,NALCO COMPANY  LLC,SUGAR LAND PLANT,2015,FORT BEND,12,2899,CHEMICAL PREPARATIONS & NEC,12.2007,5.8386,0,2.3721,2.3714,0.1388,24.719
FG0042L,RN100219393,AKZO NOBEL SURFACE CHEMISTRY LLC,HOUSTON PLANT,2015,FORT BEND,12,2843,SURFACE ACTIVE AGENTS,12.0091,4.1316,0,10.4148,2.3055,0.8593,29.1033
FG0052I,RN100219229,FRITO LAY INC,ROSENBERG PLANT,2015,FORT BEND,12,2096,POTATO & CORN CHIPS & SIMILAR SNACK,9.1338,19.9092,0,10.2991,6.6607,0.108,2.6003
FG0053G,RN101618882,NALCO COMPANY LLC,NALCO CHAMPION FRESNO,2015,FORT BEND,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,0.4742,0.3135,0,0.3323,0.3323,0.0144,24.9278
FG0082W,RN100218072,CROWN CORK & SEAL USA INC,SUGARLAND CROWN CORK & SEAL USA,2015,FORT BEND,12,3411,METAL CANS,4.3026,5.1223,0,0.3892,0.3892,0.0305,69.0154
FG0116H,RN101864924,HUDSON PRODUCTS CORPORATION,BEASLEY PLANT,2015,FORT BEND,12,3443,FABRICATED PLATE WORK (BOILER SHOPS),1.4742,2.019,0,4.5613,2.1808,0.0154,35.3969
FG0247O,RN102805058,SEMINOLE PIPELINE COMPANY LLC,BEASLEY PUMP STATION,2015,FORT BEND,12,4619,PIPELINES & NEC,13.68,15.245,0,0.46,0.46,0.237,5.3747
FG0266K,RN102543816,KATY STORAGE AND TRANSPORTATION LP,KATY HUB AND STORAGE,2015,FORT BEND,12,4922,NATURAL GAS TRANSMISSION,3.4921,15.2304,0,0.6527,0.6527,0.3936,12.45
FG0536E,RN102610102,BLUE RIDGE LANDFILL TX LP,BLUE RIDGE LANDFILL,2015,FORT BEND,12,4953,REFUSE SYSTEMS,10.83,3.75,0,21.603,11.351,0.86,26.3048
FG0592R,RN100874361,PROMPT SERVICES II LLC,MOORES ORCHARD FIELD,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,0,0,0,0,0,0,4.1259
FG0595L,RN100216092,BRAZOS VALLEY ENERGY LP,BRAZOS VALLEY ENERGY CENTER,2015,FORT BEND,12,4911,ELECTRIC SERVICES,126.6006,154.6663,0,70.9958,70.9958,7.4909,20.5343
FG0623I,RN100911429,KOVAR OPERATING LLC,GEORGE RANCH TANK BATTERY,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,1.3669,1.0421,0,0.0469,0.0469,0.0036,10.1366
FGA001A,RN102803913,FORT BEND REGIONAL LANDFILL LP,FORT BEND REGIONAL LANDFILL,2015,FORT BEND,12,4953,REFUSE SYSTEMS,6.142,1,0,38.8074,15.9974,0.0664,2.1881
FGA014N,RN105564538,HAMMAN OIL & REFINING CO,TW DAVIS BATTERY 1,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,0.2323,0.2765,0,0.021,0.021,0.0017,7.4147
FGA017Q,RN106741770,MAVERICK DRILLING & EXPLORATION USA INC,GORDON CENTRAL PRODUCTION FACILITY,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,11.0906,5.6612,0,0.0139,0.0139,0.0011,16.1374
FGA018R,RN106755267,MAVERICK DRILLING & EXPLORATION USA INC,MAVERICK DRILLING WEST SCHENCK B,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,9.9733,5.6849,0,0.0904,0.0904,0.0071,8.3851
FGA019S,RN107772527,MAVERICK DRILLING & EXPLORATION USA INC,BLAKELY C & C GULF SOUTH PRODUCTION FACILITY,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,5.2154,2.7989,0,0.0245,0.0245,0.0019,9.5689
FGA020T,RN107772733,MAVERICK DRILLING & EXPLORATION USA INC,BLAKELY E PRODUCTION FACILITY,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,2.9368,1.5936,0,0.0161,0.0161,0.0013,4.235
FGA022V,RN107923104,MAVERICK DRILLING & EXPLORATION USA INC,CLOVERLEAF ZIVLEY PRODUCTION FACILITY,2015,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,0.5438,0.3932,0,0.0158,0.0158,0.0013,6.2555
FI0008M,RN100225127,ENBRIDGE G & P EAST TEXAS LP,TEAGUE GAS PLANT,2015,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,20.4491,21.8319,0,1.024,0.7448,168.2749,3.8316
FI0020W,RN101198059,LUMINANT GENERATION COMPANY LLC,BIG BROWN STEAM ELECTRIC STATION,2015,FREESTONE,9,4911,ELECTRIC SERVICES,16461.4033,5330.8313,0.0608,1903.3405,1185.1984,49837.4585,81.3966
FI0023Q,RN100836410,WEST TEXAS GULF PIPELINE CO,WORTHAM STATION,2015,FREESTONE,9,4612,CRUDE PETROLEUM PIPE LINES,0,0,0,0,0,0,15.8975
FI0028G,RN100222819,ENBRIDGE G & P EAST TEXAS LP,AKER PLANT,2015,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,31.561,34.0085,0,4.4929,4.1769,0.4945,7.7338
FI0094Q,RN101698140,ENBRIDGE G & P EAST TEXAS LP,STREETMAN COMPRESSOR STATION,2015,FREESTONE,9,4922,NATURAL GAS TRANSMISSION,9.3647,56.6679,0,1.1934,0.9086,0.0076,4.7236
FI0126F,RN100212646,LEGACY RESERVES OPERATING LP,DEW CENTRAL GATHERING FACILITY,2015,FREESTONE,9,4922,NATURAL GAS TRANSMISSION,5.284,57.698,0,0.025,0.025,0.213,5.874
FI0129W,RN102333853,FREESTONE POWER GENERATION LP,FREESTONE ENERGY CENTER,2015,FREESTONE,9,4911,ELECTRIC SERVICES,194.7633,651.1809,0,73.7172,73.7172,12.4708,8.5374
FI0138V,RN102562220,TREND GATHERING & TREATING LLC,FREESTONE CENTRAL,2015,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,8.182,44.884,0,2.74,2.74,0.167,29.2209
FI0144D,RN102497591,LEGACY RESERVES OPERATING LP,DOWDY RANCH CENTRAL GATHERING FACILITY,2015,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,10.509,71.509,0,0.05,0.05,0.214,7.0295
FI0148S,RN102498912,LEGACY RESERVES OPERATING LP,BUFFALO CENTRAL GATHERING FACILITY,2015,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,1.242,9.74,0,0.004,0.004,0.04,1.703
FIA001A,RN103043840,TREND GATHERING & TREATING LLC,TEAGUE SWEET AND SOUR COMPRESSOR STATION,2015,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,21.38,51.049,0,3.512,3.512,0.205,38.2556
FIA002B,RN104957600,ENERGY TRANSFER FUEL LP,REED COMPRESSOR STATION,2015,FREESTONE,9,4922,NATURAL GAS TRANSMISSION,3.7284,16.2811,0,1.0646,1.0646,0.0627,12.2729
FJ0012P,RN100217488,SOUTH TEXAS ELECTRIC COOPERATIVE  INC,PEARSALL POWER PLANT,2015,FRIO,13,4911,ELECTRIC SERVICES,60.0169,45.2859,0,55.0621,55.062,1.1537,58.9957
FJA003C,RN106040488,FRIO LASALLE PIPELINE LP,LANCASTER RANCH COMPRESSOR STATION AND TREATING,2015,FRIO,13,1311,CRUDE PETROLEUM & NATURAL GAS,32.8099,57.2899,0,2.9913,2.9913,2.357,23.6428
GA0085T,RN103758470,HESS CORPORATION,SEMINOLE GAS PROCESSING PLANT,2015,GAINES,7,1321,NATURAL GAS LIQUIDS,1300.59,646.52,0,105.81,20.39,460.48,40.8908
GA0092W,RN100223502,ONEOK TEXAS GAS STORAGE LLC,LOOP COMPLEX,2015,GAINES,7,4922,NATURAL GAS TRANSMISSION,71.3751,50.706,0,1.4545,1.4545,0.0607,13.5595
GA0097M,RN100217546,DCP MIDSTREAM LP,RILEY BOOSTER,2015,GAINES,7,1311,CRUDE PETROLEUM & NATURAL GAS,58.1711,254.1585,0,0.9146,0.9146,0.0976,22.5268
GA0156V,RN100212778,PHILLIPS 66 PIPELINE LLC,GAINES STATION,2015,GAINES,7,4612,CRUDE PETROLEUM PIPE LINES,18.1672,27.6259,0,0.3257,0.3257,0.019,11.6919
GA0174T,RN100217587,NORTHERN NATURAL GAS CO,SEMINOLE STATION,2015,GAINES,7,4922,NATURAL GAS TRANSMISSION,27.0425,105.4863,0,2.1757,2.1757,1.1206,0.7446
GB0001R,RN102536307,BP AMOCO CHEMICAL COMPANY,TEXAS CITY CHEMICAL PLANT,2015,GALVESTON,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,86.5266,59.1983,0,14.4411,14.4402,1.0004,83.0251
GB0004L,RN102535077,BLANCHARD REFINING COMPANY LLC,GALVESTON BAY REFINERY,2015,GALVESTON,12,2911,PETROLEUM REFINING,1183.7768,1938.6365,0.007,422.3721,380.1463,1015.9322,1498.4526
GB0005J,RN100218767,NUSTAR TERMINALS PARTNERS TX LP,NUSTAR TEXAS CITY TERMINAL 1,2015,GALVESTON,12,4226,SPECIAL WAREHOUSING AND STORAGE,8.2078,3.3457,0,0.6704,0.6704,0.0533,120.7756
GB0006H,RN102560182,ENTERPRISE CRUDE PIPELINE LLC,SEAWAY TEXAS CITY STATION,2015,GALVESTON,12,4612,CRUDE PETROLEUM PIPE LINES,0.093,0.291,0,0.034,0.034,0.032,35.882
GB0018A,RN102217502,ENTERPRISE  PRODUCTS  OPERATING LLC,TEXAS CITY TERMINAL,2015,GALVESTON,12,5171,PETROLEUM BULK STATIONS & TERMINALS,0.52,0.26,0,0,0,0,4.93
GB0025D,RN102911955,GULF SULPHUR SERVICES LTD LLLP,GALVESTON SULPHUR TERMINAL,2015,GALVESTON,12,5052,COAL & OTHER MINERALS & ORES,17.4338,7.647,0,10.3087,1.5773,3.1751,1.1665
GB0028U,RN100825272,ISP TECHNOLOGIES INC,ISP TEXAS CITY,2015,GALVESTON,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,48.0568,19.6762,0,6.943,6.769,0.2003,74.4948
GB0032G,RN100212463,GULF COAST WASTE DISPOSAL AUTHORITY,40 ACRE FACILITY,2015,GALVESTON,12,4952,SEWERAGE SYSTEMS,0,0,0,0,0,0,5.9327
GB0054T,RN100221282,CALUMET PENRECO LLC,DICKINSON FACILITY,2015,GALVESTON,12,2999,PETROLEUM AND COAL PRODUCTS & NEC,0.4559,3.0802,0,13.1883,13.1883,0.0187,15.3988
GB0055R,RN100210608,MARATHON PETROLEUM COMPANY LP,TEXAS CITY REFINERY,2015,GALVESTON,12,2911,PETROLEUM REFINING,203.9422,252.1565,0.0012,74.3735,66.0422,41.7819,255.1802
GB0060B,RN100212620,EASTMAN CHEMICAL TEXAS CITY INC,TEXAS CITY OPERATONS,2015,GALVESTON,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,36.9599,36.2396,0,12.5941,3.6994,0.1501,23.202
GB0065O,RN100872977,DALLAS GROUP OF AMERICA INC,DALLAS GROUP OF AMERICA INC,2015,GALVESTON,12,2819,INDUSTRIAL INORGANIC CHEMICALS,7.421,8.835,0,3.1088,1.79,0.0552,1.0881
GB0073P,RN100238385,VALERO REFINING-TEXAS LP,TEXAS CITY REFINERY,2015,GALVESTON,12,2911,PETROLEUM REFINING,223.7805,396.7958,0.0523,175.201,144.9911,178.9461,585.6662
GB0076J,RN100219351,UNION CARBIDE CORPORATION,UCC TEXAS CITY PLANT,2015,GALVESTON,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,156.3898,71.898,0.0001,31.3667,2.9778,1.1465,165.8711
GB0077H,RN100217231,OILTANKING TEXAS CITY LP,MARINE TERMINAL OPERATION,2015,GALVESTON,12,4226,SPECIAL WAREHOUSING AND STORAGE,37.3057,4.3601,0,0.0008,0.0008,0.0395,96.3991
GB0081Q,RN101921138,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,UTMB GALVESTON,2015,GALVESTON,12,8221,COLLEGES AND UNIVERSITIES & NEC,27.203,16.775,0,2.669,2.658,1.391,2.411
GB0119Q,RN100224120,PELICAN ISLAND STORAGE TERMINAL LLC,PELICAN ISLAND STORAGE TERMINAL,2015,GALVESTON,12,5171,PETROLEUM BULK STATIONS & TERMINALS,0.5603,0.4243,0,0.0513,0.0513,0.0043,10.8422
GB0153Q,RN100224245,TEXAS CITY COGENERATION LLC,TEXAS CITY COGENERATION,2015,GALVESTON,12,4911,ELECTRIC SERVICES,80.9246,223.2732,0,44.67,44.67,3.8196,15.97
GB0270L,RN100221597,GALVESTON COUNTY LANDFILL TX LP,GALVESTON COUNTY LANDFILL,2015,GALVESTON,12,4953,REFUSE SYSTEMS,73.19,13.45,0,21.79,12.23,3.04,15.642
GB0325L,RN100220599,PRAXAIR INC,TEXAS CITY,2015,GALVESTON,12,2813,INDUSTRIAL GASES,182.1302,15.42,0,1.95,1.95,0.5169,2.58
GB0332O,RN102557774,EMERALD GATHERING & TRANSPORTATION LLC,GALVESTON ISLAND,2015,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,1.1626,0.7902,0,0.2078,0.2078,0,8.17
GB0521J,RN100542448,WASTE MANAGEMENT OF TEXAS INC,COASTAL PLAINS RECYCLING & DISPOSAL FACILITY,2015,GALVESTON,12,4953,REFUSE SYSTEMS,19.07,3.59,0,11.286,5.838,0.796,22.8445
GB0566K,RN103061008,HHE ENERGY CO,ALTA LOMA COMPRESSOR STATION,2015,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,1.1273,4.9508,0,0.4873,0.4873,0.0301,6.6817
GB0568G,RN102496130,TX LFG ENERGY LP,COASTAL PLAINS FACILITY,2015,GALVESTON,12,4911,ELECTRIC SERVICES,109.384,25.3048,0,2.7834,2.7834,7.0194,4.7991
GB0593H,RN100218627,BOLLINGER TEXAS CITY LP,BOLLINGER TEXAS CITY,2015,GALVESTON,12,3731,SHIP BUILDING AND REPAIRING,0,0,0,0.0079,0,0,8.8575
GB0792W,RN101975316,SAWTOOTH OPERATING COMPANY INC,MACO STEWART FACILITY,2015,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,3.3816,2.014,0,0.2904,0.2798,0.0188,23.8013
GBA003C,RN104154497,HHE ENERGY CO,FRANKS SUPER BATTERY,2015,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,3.6929,6.5124,0,1.9799,1.9799,0.0326,9.1168
GBA004D,RN103934493,SOUTH HOUSTON GREEN POWER LLC,SOUTH HOUSTON GREEN POWER SITE,2015,GALVESTON,12,4931,ELECTRIC AND OTHER SERVICES COMBINED,65.9545,302.314,0,191.6388,191.1651,66.0135,8.8853
GBA005E,RN104095435,PRAXAIR INC,TEXAS CITY HYDROGEN COMPLEX,2015,GALVESTON,12,2813,INDUSTRIAL GASES,34.5111,42.5035,0,11.0137,10.6433,0.1549,13.924
GBA006F,RN104708243,HASSIE HUNT EXPLORATION CO,CORTESE #1 TANK BATTERY,2015,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,0,0,0,0,0,0,4.7552
GBA007G,RN104579487,INEOS STYROLUTION AMERICA LLC,INEOS STYROLUTION TEXAS CITY PLANT,2015,GALVESTON,12,2869,INDUSTRIAL ORGANIC CHEMICALS & NEC,2.955,56.7004,0,11.3129,11.3129,0.685,32.4191
GBA008H,RN104248141,NUSTAR LOGISTICS LP,TEXAS CITY LP TANK FARM,2015,GALVESTON,12,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,21.0287
GBA020T,RN106350747,PETROQUEST ENERGY LLC,GALVESTON BLOCK 186L PLATFORM,2015,GALVESTON,12,1321,NATURAL GAS LIQUIDS,15.7075,2.5852,0,0.4472,0.4472,0,12.4432
GBA021U,RN105404909,SWS HOLDINGS BRADY ISLAND LP,PELICAN ISLAND YARD,2015,GALVESTON,12,3731,SHIP BUILDING AND REPAIRING,0,0,0,0.0038,0.0038,0,10.8947
GE0024S,RN102420684,CONOCOPHILLIPS COMPANY,SETTLES CENTRAL TANK BATTERY,2015,GLASSCOCK,7,1311,CRUDE PETROLEUM & NATURAL GAS,2.172,1.088,0,0,0,134.818,5.278
GE0085V,RN101931152,ENTERPRISE PRODUCTS OPERATING LLC,GARDEN CITY COMPRESSOR STATION,2015,GLASSCOCK,7,4922,NATURAL GAS TRANSMISSION,3.263,30.076,0,0.636,0.636,0.328,1.647
GEA001A,RN106335680,SHERIDAN PRODUCTION COMPANY LLC,WEST HOWARD GLASSCOCK UNIT A BATTERY,2015,GLASSCOCK,7,1311,CRUDE PETROLEUM & NATURAL GAS,5.6603,2.9082,0,0.0053,0.0053,537.0037,30.0239
GEA002B,RN106161045,CORONADO MIDSTREAM LLC,DEADWOOD CRYO PLANT,2015,GLASSCOCK,7,1321,NATURAL GAS LIQUIDS,49.23,92.82,0,5.854,5.854,59.0004,24.347
GEA003C,RN106120413,DCP MIDSTREAM LP,RAWHIDE GAS PLANT,2015,GLASSCOCK,7,1321,NATURAL GAS LIQUIDS,118.9214,45.442,0,6.8567,6.8567,28.1793,42.9097
